login_streak,posts_created,comments_written,upvotes_received,quizzes_completed,buddies_messaged,karma_spent,karma_earned,spam,surprise_unlocked,reward_karma,reason,rarity,box_type,status
7,5,19,19,8,7,19,62,False,True,43,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
6,5,5,12,4,11,17,32,False,True,15,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,10,4,1,2,2,33,46,False,True,13,posts_created+login_streak,common,comeback,delivered
2,6,12,13,2,8,41,47,False,True,6,upvotes_received,common,engagement,delivered
3,2,19,28,0,9,19,29,False,True,10,upvotes_received,legendary,engagement,delivered
1,1,8,24,0,5,57,72,False,True,15,upvotes_received,legendary,engagement,delivered
2,2,2,4,0,1,4,5,False,False,1,low_karma_diff,,,missed
2,2,6,1,2,3,23,34,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,2,3,1,2,1,10,48,False,True,38,posts_created+login_streak,rare,comeback,delivered
3,4,2,3,0,2,17,24,True,False,0,spam,,,missed
4,15,3,17,10,9,19,61,False,True,42,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
3,12,5,12,4,3,8,54,False,True,46,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,0,4,1,0,1,8,9,False,False,1,low_karma_diff,,,missed
1,5,2,5,2,1,2,54,False,True,52,posts_created+login_streak,rare,comeback,delivered
1,8,3,4,1,1,20,38,False,True,18,posts_created+login_streak,common,comeback,delivered
1,8,1,3,1,5,19,33,False,True,14,posts_created+login_streak,common,comeback,delivered
5,0,8,15,2,1,8,26,False,True,18,login_streak+quizzes_completed,common,streak,delivered
5,7,3,2,0,3,41,71,False,True,30,posts_created+karma_earned,rare,mystery,delivered
1,0,3,4,0,1,4,7,False,False,3,low_karma_diff,,,missed
0,5,14,10,2,7,20,26,False,True,6,no_reason,common,social,delivered
1,10,5,3,2,3,10,15,False,True,5,posts_created+login_streak,common,comeback,delivered
8,9,8,16,3,3,37,53,False,True,16,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,3,0,3,3,0,5,6,True,False,0,spam,,,missed
7,12,3,22,5,4,12,72,False,True,60,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
5,4,12,11,3,5,20,30,False,True,10,no_reason,common,social,delivered
4,1,10,11,3,1,8,17,False,True,9,login_streak+quizzes_completed,common,streak,delivered
5,5,3,4,1,5,40,52,False,True,12,login_streak+quizzes_completed,common,streak,delivered
1,7,3,2,1,2,29,37,False,True,8,posts_created+login_streak,common,comeback,delivered
9,6,8,6,3,2,43,63,False,True,20,login_streak+quizzes_completed,legendary,streak,delivered
0,5,10,21,0,15,58,66,False,True,8,upvotes_received,legendary,engagement,delivered
5,3,1,2,0,7,5,41,False,True,36,posts_created+karma_earned,rare,mystery,delivered
1,2,5,2,1,2,44,72,False,True,28,posts_created+login_streak,rare,comeback,delivered
1,7,3,1,1,2,1,30,False,True,29,posts_created+login_streak,rare,comeback,delivered
1,0,4,3,0,0,4,7,False,False,3,low_karma_diff,,,missed
6,14,4,19,2,10,6,36,False,True,30,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,7,14,8,3,4,20,27,False,True,7,no_reason,common,social,delivered
10,2,2,4,5,8,7,28,False,True,21,login_streak+quizzes_completed,legendary,streak,delivered
0,1,7,3,3,1,5,33,False,True,28,posts_created+karma_earned,rare,mystery,delivered
7,10,9,1,5,5,43,62,False,True,19,login_streak+quizzes_completed,rare,streak,delivered
5,12,9,9,3,12,47,73,False,True,26,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,10,8,5,1,4,43,48,False,True,5,posts_created+karma_earned,common,mystery,delivered
4,12,5,14,6,9,60,76,False,True,16,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
9,9,3,5,2,1,66,72,False,True,6,login_streak+quizzes_completed,rare,streak,delivered
0,0,11,22,0,6,56,75,False,True,19,upvotes_received,legendary,engagement,delivered
5,7,3,6,0,6,55,63,False,True,8,posts_created+karma_earned,common,mystery,delivered
1,10,3,0,2,0,18,50,False,True,32,posts_created+login_streak,rare,comeback,delivered
6,4,8,5,4,6,13,30,False,True,17,login_streak+quizzes_completed,rare,streak,delivered
0,8,11,8,3,6,20,25,False,True,5,no_reason,common,social,delivered
1,0,3,1,0,2,6,8,False,False,2,low_karma_diff,,,missed
1,3,11,29,1,9,17,50,False,True,33,upvotes_received,legendary,engagement,delivered
0,5,12,12,3,7,10,20,False,True,10,upvotes_received,common,engagement,delivered
2,1,0,3,0,2,6,6,False,False,0,low_karma_diff,,,missed
1,5,8,2,3,4,9,42,False,True,33,posts_created+karma_earned,rare,mystery,delivered
4,15,17,8,10,13,49,74,False,True,25,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,10,14,9,3,5,20,25,False,True,5,no_reason,common,social,delivered
1,4,4,1,2,2,10,28,False,True,18,posts_created+login_streak,common,comeback,delivered
0,5,5,14,2,6,20,25,False,True,5,no_reason,common,social,delivered
4,5,10,18,1,15,43,53,False,True,10,upvotes_received,rare,engagement,delivered
0,4,8,23,3,10,33,52,False,True,19,upvotes_received,legendary,engagement,delivered
4,3,12,14,0,13,40,75,False,True,35,upvotes_received,common,engagement,delivered
10,2,0,13,4,5,24,70,False,True,46,login_streak+quizzes_completed,legendary,streak,delivered
1,9,3,4,2,0,1,36,False,True,35,posts_created+login_streak,rare,comeback,delivered
3,6,16,27,2,10,44,62,False,True,18,upvotes_received,legendary,engagement,delivered
6,13,15,21,8,11,42,57,False,True,15,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
2,0,15,30,3,4,26,54,False,True,28,upvotes_received,legendary,engagement,delivered
3,3,4,2,1,4,7,19,True,False,0,spam,,,missed
3,1,14,15,0,15,63,74,False,True,11,upvotes_received,rare,engagement,delivered
3,8,8,9,3,5,20,25,False,True,5,no_reason,common,social,delivered
3,4,6,0,0,3,17,31,False,True,14,posts_created+karma_earned,common,mystery,delivered
1,8,1,1,1,3,7,57,False,True,50,posts_created+login_streak,rare,comeback,delivered
0,6,7,23,2,8,43,49,False,True,6,upvotes_received,legendary,engagement,delivered
1,9,4,5,2,2,2,21,False,True,19,posts_created+login_streak,common,comeback,delivered
6,8,20,10,9,4,26,79,False,True,53,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
3,7,11,11,8,10,32,63,False,True,31,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,7,2,10,3,0,64,78,False,True,14,posts_created+karma_earned,common,mystery,delivered
1,0,14,10,3,8,35,68,False,True,33,upvotes_received,common,engagement,delivered
5,7,7,16,9,10,21,60,False,True,39,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,7,13,12,2,6,20,25,False,True,5,no_reason,common,social,delivered
0,0,9,12,0,15,4,46,False,True,42,upvotes_received,common,engagement,delivered
1,1,16,19,1,3,40,74,False,True,34,upvotes_received,rare,engagement,delivered
3,15,7,17,5,4,12,77,False,True,65,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,7,4,3,2,4,51,66,False,True,15,posts_created+login_streak,common,comeback,delivered
7,3,8,6,5,8,26,69,False,True,43,login_streak+quizzes_completed,rare,streak,delivered
4,5,7,5,3,9,20,25,False,True,5,no_reason,common,social,delivered
0,0,0,5,0,0,7,7,False,False,0,low_karma_diff,,,missed
5,10,5,4,2,0,17,26,False,True,9,posts_created+karma_earned,common,mystery,delivered
5,8,11,10,7,8,60,67,False,True,7,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,5,16,14,1,9,2,52,False,True,50,upvotes_received,common,engagement,delivered
1,0,3,0,0,1,6,10,False,False,4,low_karma_diff,,,missed
2,8,7,6,0,3,2,13,False,True,11,posts_created,common,mystery,delivered
4,5,6,5,3,7,31,61,False,True,30,login_streak+quizzes_completed,common,streak,delivered
7,8,9,0,1,10,16,78,False,True,62,login_streak+quizzes_completed,rare,streak,delivered
4,4,6,9,2,5,9,27,False,True,18,posts_created+karma_earned,common,mystery,delivered
7,0,2,14,3,6,9,47,False,True,38,login_streak+quizzes_completed,rare,streak,delivered
8,6,9,6,2,9,10,77,False,True,67,login_streak+quizzes_completed,legendary,streak,delivered
7,13,17,17,7,13,5,30,False,True,25,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
2,6,9,6,3,4,20,25,False,True,5,no_reason,common,social,delivered
1,5,3,2,1,4,7,19,False,True,12,posts_created+login_streak,common,comeback,delivered
4,4,4,10,2,1,17,22,False,True,5,posts_created+karma_earned,common,mystery,delivered
2,1,6,16,3,4,18,52,False,True,34,upvotes_received,rare,engagement,delivered
1,2,4,3,0,0,5,6,False,False,1,low_karma_diff,,,missed
5,3,11,6,3,4,22,27,False,True,5,no_reason,common,social,delivered
0,9,0,10,2,3,22,29,False,True,7,posts_created+karma_earned,common,mystery,delivered
10,9,13,10,10,7,46,75,False,True,29,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,1,2,4,0,1,7,8,False,False,1,low_karma_diff,,,missed
1,5,9,6,3,6,24,30,False,True,6,no_reason,common,social,delivered
3,5,12,18,4,15,21,47,False,True,26,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,1,5,4,5,3,22,34,True,False,0,spam,,,missed
2,6,10,12,3,5,23,28,False,True,5,no_reason,common,social,delivered
1,6,7,13,3,14,15,58,False,True,43,upvotes_received,common,engagement,delivered
0,7,2,3,3,1,53,60,False,True,7,posts_created+karma_earned,common,mystery,delivered
3,5,13,15,2,14,13,70,False,True,57,upvotes_received,rare,engagement,delivered
2,1,0,0,0,1,6,7,False,False,1,low_karma_diff,,,missed
4,8,6,1,4,5,2,23,False,True,21,login_streak+quizzes_completed,common,streak,delivered
6,4,4,15,3,6,28,41,False,True,13,login_streak+quizzes_completed,rare,streak,delivered
2,3,2,2,2,1,3,70,False,True,67,posts_created+karma_earned,rare,mystery,delivered
1,10,5,0,1,3,1,12,False,True,11,posts_created+login_streak,common,comeback,delivered
1,1,1,5,0,0,7,8,False,False,1,low_karma_diff,,,missed
1,3,5,3,2,4,43,64,False,True,21,posts_created+login_streak,rare,comeback,delivered
2,7,6,2,3,7,1,44,False,True,43,posts_created+karma_earned,rare,mystery,delivered
3,0,0,15,3,3,15,48,False,True,33,login_streak+quizzes_completed,common,streak,delivered
6,8,0,10,3,8,27,40,False,True,13,login_streak+quizzes_completed,rare,streak,delivered
0,9,0,3,3,0,21,68,False,True,47,posts_created+karma_earned,rare,mystery,delivered
5,0,10,12,2,4,4,64,False,True,60,upvotes_received,common,engagement,delivered
5,6,20,15,7,11,0,32,False,True,32,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,15,6,20,9,7,10,43,False,True,33,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,6,14,5,2,7,20,28,False,True,8,no_reason,common,social,delivered
0,1,0,4,0,0,9,10,False,False,1,low_karma_diff,,,missed
1,1,2,4,0,0,6,10,False,False,4,low_karma_diff,,,missed
0,2,0,3,0,2,8,10,False,False,2,low_karma_diff,,,missed
5,3,0,5,2,2,32,45,True,False,0,spam,,,missed
0,3,8,4,0,1,24,35,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,9,5,4,2,0,9,26,False,True,17,posts_created+login_streak,common,comeback,delivered
4,10,9,6,1,5,41,46,False,True,5,posts_created+karma_earned,common,mystery,delivered
4,6,2,4,4,5,14,25,False,True,11,login_streak+quizzes_completed,common,streak,delivered
1,7,2,2,1,4,24,41,False,True,17,posts_created+login_streak,common,comeback,delivered
1,4,4,1,1,2,49,76,False,True,27,posts_created+login_streak,rare,comeback,delivered
5,6,4,1,0,2,0,49,False,True,49,posts_created+karma_earned,rare,mystery,delivered
1,9,8,10,2,9,21,26,False,True,5,no_reason,common,social,delivered
1,7,5,1,1,5,0,15,False,True,15,posts_created+login_streak,common,comeback,delivered
2,8,10,14,3,5,20,25,False,True,5,no_reason,common,social,delivered
4,0,15,22,0,4,1,39,False,True,38,upvotes_received,legendary,engagement,delivered
6,7,14,24,5,8,51,64,False,True,13,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
5,3,3,13,3,5,43,77,False,True,34,login_streak+quizzes_completed,common,streak,delivered
7,3,5,3,2,3,39,71,False,True,32,login_streak+quizzes_completed,rare,streak,delivered
10,7,16,10,3,11,18,40,False,True,22,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
10,3,3,2,1,8,5,47,False,True,42,login_streak+quizzes_completed,legendary,streak,delivered
1,0,1,0,0,1,9,9,False,False,0,low_karma_diff,,,missed
7,8,9,13,2,4,10,44,False,True,34,login_streak+quizzes_completed,rare,streak,delivered
1,9,8,10,2,3,1,50,False,True,49,posts_created+karma_earned,rare,mystery,delivered
3,6,10,24,3,15,34,52,False,True,18,upvotes_received,legendary,engagement,delivered
1,2,9,0,1,7,6,17,False,True,11,posts_created+karma_earned,common,mystery,delivered
4,1,9,5,1,4,14,70,False,True,56,posts_created+karma_earned,rare,mystery,delivered
5,5,9,8,7,14,19,58,False,True,39,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,2,3,5,0,2,6,8,False,False,2,low_karma_diff,,,missed
1,0,7,30,1,11,9,65,False,True,56,upvotes_received,legendary,engagement,delivered
4,6,12,15,3,8,20,25,False,True,5,no_reason,common,social,delivered
3,9,4,2,3,10,40,45,False,True,5,login_streak+quizzes_completed,common,streak,delivered
3,9,4,7,2,7,25,30,False,True,5,karma_spent,common,social,delivered
8,9,7,9,5,5,10,29,False,True,19,login_streak+quizzes_completed,rare,streak,delivered
5,8,4,9,3,8,20,27,False,True,7,no_reason,common,social,delivered
10,6,20,13,8,13,4,34,False,True,30,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,8,4,3,1,1,25,70,False,True,45,posts_created+login_streak,rare,comeback,delivered
7,8,4,25,3,3,10,51,False,True,41,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,4,10,5,2,3,57,72,False,True,15,posts_created+karma_earned,common,mystery,delivered
3,7,10,6,2,3,2,36,False,True,34,posts_created+karma_earned,rare,mystery,delivered
3,4,0,1,2,5,66,69,True,False,0,spam,,,missed
3,8,7,12,3,10,20,26,False,True,6,no_reason,common,social,delivered
3,4,4,11,3,8,21,30,False,True,9,no_reason,common,social,delivered
5,8,3,23,4,15,8,30,False,True,22,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,5,12,11,0,15,21,35,False,True,14,upvotes_received,common,engagement,delivered
2,2,1,3,0,1,10,10,False,False,0,low_karma_diff,,,missed
5,0,11,30,0,5,31,37,False,True,6,upvotes_received,legendary,engagement,delivered
3,3,0,13,5,3,5,76,False,True,71,login_streak+quizzes_completed,common,streak,delivered
8,6,16,14,3,4,48,59,False,True,11,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,0,4,1,0,0,3,6,False,False,3,low_karma_diff,,,missed
1,2,3,5,0,0,8,9,False,False,1,low_karma_diff,,,missed
0,9,9,8,3,5,14,22,False,True,8,posts_created+karma_earned,common,mystery,delivered
1,5,1,5,3,2,65,78,True,False,0,spam,,,missed
3,2,3,0,1,2,22,59,False,True,37,posts_created+karma_earned,rare,mystery,delivered
8,1,8,4,5,0,30,50,False,True,20,login_streak+quizzes_completed,legendary,streak,delivered
9,11,3,25,4,6,27,46,False,True,19,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,2,3,4,0,0,4,7,False,False,3,low_karma_diff,,,missed
10,5,8,23,9,14,32,41,False,True,9,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,1,0,2,3,3,47,50,True,False,0,spam,,,missed
2,5,18,18,0,10,28,51,False,True,23,upvotes_received,rare,engagement,delivered
8,4,7,1,1,1,16,49,False,True,33,login_streak+quizzes_completed,legendary,streak,delivered
0,1,14,30,1,11,19,44,False,True,25,upvotes_received,legendary,engagement,delivered
1,7,2,2,1,0,32,45,False,True,13,posts_created+login_streak,common,comeback,delivered
6,4,10,9,1,0,66,77,False,True,11,login_streak+quizzes_completed,rare,streak,delivered
6,5,6,11,4,0,39,51,False,True,12,login_streak+quizzes_completed,rare,streak,delivered
1,3,8,3,1,4,57,68,False,True,11,posts_created+karma_earned,common,mystery,delivered
4,1,5,1,3,5,5,11,True,False,0,spam,,,missed
3,4,9,21,3,8,45,67,False,True,22,upvotes_received,legendary,engagement,delivered
8,14,15,18,8,12,37,43,False,True,6,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
0,2,0,0,0,1,4,7,False,False,3,low_karma_diff,,,missed
3,8,8,14,2,6,20,25,False,True,5,no_reason,common,social,delivered
3,0,17,16,2,3,30,45,False,True,15,upvotes_received,rare,engagement,delivered
2,1,1,4,0,0,6,9,False,False,3,low_karma_diff,,,missed
2,4,5,8,3,5,20,27,False,True,7,no_reason,common,social,delivered
8,12,9,14,7,3,10,41,False,True,31,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
2,3,0,1,4,2,29,39,True,False,0,spam,,,missed
3,6,7,20,3,5,26,68,False,True,42,upvotes_received,legendary,engagement,delivered
5,3,8,13,2,8,22,30,False,True,8,no_reason,common,social,delivered
2,3,13,25,3,11,51,62,False,True,11,upvotes_received,legendary,engagement,delivered
3,14,11,15,9,13,51,56,False,True,5,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,1,3,1,0,2,4,7,False,False,3,low_karma_diff,,,missed
8,15,20,23,10,12,15,38,False,True,23,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
4,9,6,2,2,7,6,11,False,True,5,posts_created,common,mystery,delivered
5,8,13,9,3,9,20,25,False,True,5,no_reason,common,social,delivered
7,0,10,14,5,0,5,44,False,True,39,login_streak+quizzes_completed,rare,streak,delivered
1,3,1,0,2,2,11,80,False,True,69,posts_created+login_streak,rare,comeback,delivered
1,5,7,5,3,4,21,26,False,True,5,no_reason,common,social,delivered
4,8,14,13,3,6,20,25,False,True,5,no_reason,common,social,delivered
5,0,16,26,0,5,16,23,False,True,7,upvotes_received,legendary,engagement,delivered
3,9,18,19,3,12,3,73,False,True,70,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,4,8,26,0,14,14,67,False,True,53,upvotes_received,legendary,engagement,delivered
2,0,3,3,0,1,4,6,False,False,2,low_karma_diff,,,missed
4,2,11,15,3,6,8,41,False,True,33,upvotes_received,rare,engagement,delivered
3,4,7,14,3,10,21,26,False,True,5,no_reason,common,social,delivered
1,7,2,2,2,1,9,14,False,True,5,posts_created+login_streak,common,comeback,delivered
1,5,4,3,2,3,2,21,False,True,19,posts_created+login_streak,common,comeback,delivered
1,8,3,5,1,5,42,61,False,True,19,posts_created+login_streak,common,comeback,delivered
5,10,1,4,0,1,5,46,False,True,41,posts_created+karma_earned,rare,mystery,delivered
4,2,3,1,1,2,63,76,True,False,0,spam,,,missed
10,9,10,24,3,7,5,67,False,True,62,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,9,11,9,3,6,20,26,False,True,6,no_reason,common,social,delivered
0,4,13,11,3,6,23,28,False,True,5,no_reason,common,social,delivered
4,8,17,16,7,3,37,79,False,True,42,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,0,2,1,4,2,6,44,False,True,38,login_streak+quizzes_completed,common,streak,delivered
0,10,10,5,3,4,22,30,False,True,8,no_reason,common,social,delivered
6,6,6,14,2,0,33,75,False,True,42,login_streak+quizzes_completed,rare,streak,delivered
0,7,11,12,2,5,20,25,False,True,5,no_reason,common,social,delivered
4,7,12,21,7,15,35,69,False,True,34,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,5,14,10,2,13,27,45,False,True,18,upvotes_received,common,engagement,delivered
4,0,7,21,3,7,29,36,False,True,7,upvotes_received,legendary,engagement,delivered
1,9,5,5,2,2,48,69,False,True,21,posts_created+login_streak,rare,comeback,delivered
4,3,4,11,5,4,8,31,False,True,23,login_streak+quizzes_completed,common,streak,delivered
7,6,4,4,4,2,14,80,False,True,66,login_streak+quizzes_completed,rare,streak,delivered
2,5,20,11,0,8,5,37,False,True,32,upvotes_received,common,engagement,delivered
3,5,3,7,2,6,10,69,False,True,59,posts_created+karma_earned,rare,mystery,delivered
0,4,1,9,1,4,45,58,False,True,13,posts_created+karma_earned,common,mystery,delivered
7,7,5,12,5,6,23,33,False,True,10,login_streak+quizzes_completed,rare,streak,delivered
0,0,8,29,2,7,3,21,False,True,18,upvotes_received,legendary,engagement,delivered
7,7,1,2,2,6,46,73,False,True,27,login_streak+quizzes_completed,rare,streak,delivered
1,1,2,1,0,0,7,7,False,False,0,low_karma_diff,,,missed
1,10,9,15,2,6,22,27,False,True,5,no_reason,common,social,delivered
5,6,7,15,4,14,37,79,False,True,42,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
7,15,5,16,4,5,24,47,False,True,23,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,5,8,5,2,9,21,27,False,True,6,no_reason,common,social,delivered
1,2,4,5,0,2,9,10,False,False,1,low_karma_diff,,,missed
3,5,17,21,2,5,15,50,False,True,35,upvotes_received,legendary,engagement,delivered
10,8,15,12,5,12,15,43,False,True,28,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
2,0,3,5,0,1,8,9,False,False,1,low_karma_diff,,,missed
1,3,9,13,3,4,21,29,False,True,8,no_reason,common,social,delivered
0,2,0,1,0,0,7,10,False,False,3,low_karma_diff,,,missed
1,0,2,5,0,1,7,8,False,False,1,low_karma_diff,,,missed
4,7,13,5,2,7,24,30,False,True,6,no_reason,common,social,delivered
5,10,8,9,3,15,22,80,False,True,58,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
10,9,10,17,6,4,43,63,False,True,20,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
4,4,15,8,3,6,21,29,False,True,8,no_reason,common,social,delivered
1,2,2,4,0,1,5,5,False,False,0,low_karma_diff,,,missed
5,5,15,13,10,15,36,44,False,True,8,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,1,14,19,2,5,10,26,False,True,16,upvotes_received,rare,engagement,delivered
1,0,14,29,2,10,20,42,False,True,22,upvotes_received,legendary,engagement,delivered
0,1,1,4,0,1,7,9,False,False,2,low_karma_diff,,,missed
1,3,1,1,2,5,12,18,False,True,6,posts_created+login_streak,common,comeback,delivered
3,5,5,14,3,8,23,28,False,True,5,no_reason,common,social,delivered
0,0,0,3,0,2,7,10,False,False,3,low_karma_diff,,,missed
0,1,4,2,0,1,4,6,False,False,2,low_karma_diff,,,missed
10,5,8,8,2,3,11,29,False,True,18,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,3,20,28,2,5,18,26,False,True,8,upvotes_received,legendary,engagement,delivered
2,5,4,3,5,2,17,31,True,False,0,spam,,,missed
5,5,7,5,0,2,26,74,False,True,48,posts_created+karma_earned,rare,mystery,delivered
2,1,1,5,0,1,5,9,False,False,4,low_karma_diff,,,missed
1,7,0,6,3,6,28,70,False,True,42,posts_created+karma_earned,rare,mystery,delivered
3,6,5,20,0,8,20,45,False,True,25,upvotes_received,legendary,engagement,delivered
1,3,4,1,2,1,33,41,False,True,8,posts_created+login_streak,common,comeback,delivered
6,7,1,9,4,2,13,19,False,True,6,login_streak+quizzes_completed,rare,streak,delivered
0,9,5,4,0,0,0,14,False,True,14,posts_created,common,mystery,delivered
8,8,13,16,4,15,16,30,False,True,14,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,9,3,9,9,12,27,47,False,True,20,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
8,10,19,25,5,14,21,53,False,True,32,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
6,2,7,3,1,4,6,15,False,True,9,login_streak+quizzes_completed,rare,streak,delivered
2,1,9,15,1,4,25,67,False,True,42,upvotes_received,rare,engagement,delivered
6,10,12,8,4,4,41,58,False,True,17,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,4,4,3,2,4,26,53,False,True,27,posts_created+login_streak,rare,comeback,delivered
1,5,10,13,2,5,6,50,False,True,44,upvotes_received,common,engagement,delivered
1,10,10,13,2,6,20,25,False,True,5,no_reason,common,social,delivered
0,2,4,4,0,0,6,7,False,False,1,low_karma_diff,,,missed
10,5,16,15,4,14,28,42,False,True,14,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,4,2,4,1,5,36,78,False,True,42,posts_created+login_streak,rare,comeback,delivered
3,8,9,7,2,7,4,28,False,True,24,posts_created+karma_earned,common,mystery,delivered
5,6,15,27,3,14,39,74,False,True,35,upvotes_received,legendary,engagement,delivered
0,0,10,24,3,6,16,55,False,True,39,upvotes_received,legendary,engagement,delivered
10,2,1,1,3,2,10,80,False,True,70,login_streak+quizzes_completed,legendary,streak,delivered
1,3,4,1,1,1,27,42,False,True,15,posts_created+login_streak,common,comeback,delivered
9,5,3,4,3,0,37,62,False,True,25,login_streak+quizzes_completed,legendary,streak,delivered
1,3,19,21,2,8,25,44,False,True,19,upvotes_received,legendary,engagement,delivered
0,1,1,3,0,2,5,7,False,False,2,low_karma_diff,,,missed
3,3,11,14,3,3,13,29,False,True,16,upvotes_received,common,engagement,delivered
1,10,3,4,1,4,4,10,False,True,6,posts_created+login_streak,common,comeback,delivered
5,6,6,5,0,0,5,35,False,True,30,posts_created+karma_earned,rare,mystery,delivered
10,5,6,24,9,13,6,50,False,True,44,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,10,4,10,2,7,20,29,False,True,9,no_reason,common,social,delivered
0,10,13,12,3,9,22,27,False,True,5,no_reason,common,social,delivered
5,1,20,10,0,12,24,72,False,True,48,upvotes_received,common,engagement,delivered
1,4,9,21,3,14,55,68,False,True,13,upvotes_received,legendary,engagement,delivered
9,11,20,12,8,10,0,69,False,True,69,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
8,9,0,3,2,3,18,29,False,True,11,login_streak+quizzes_completed,rare,streak,delivered
5,3,12,23,3,6,30,56,False,True,26,upvotes_received,legendary,engagement,delivered
5,8,4,13,2,5,24,29,False,True,5,no_reason,common,social,delivered
1,2,1,1,0,1,9,9,False,False,0,low_karma_diff,,,missed
1,5,19,12,2,6,16,40,False,True,24,upvotes_received,common,engagement,delivered
2,4,0,4,2,4,39,47,False,True,8,posts_created+karma_earned,common,mystery,delivered
1,2,8,6,2,6,20,79,False,True,59,posts_created+karma_earned,rare,mystery,delivered
1,1,1,4,0,2,6,7,False,False,1,low_karma_diff,,,missed
2,1,0,4,0,1,6,10,False,False,4,low_karma_diff,,,missed
8,10,8,6,5,3,38,75,False,True,37,login_streak+quizzes_completed,legendary,streak,delivered
0,8,10,5,0,1,38,49,False,True,11,posts_created+karma_earned,common,mystery,delivered
0,1,20,11,2,8,51,75,False,True,24,upvotes_received,common,engagement,delivered
3,6,8,3,1,4,45,76,False,True,31,posts_created+karma_earned,rare,mystery,delivered
4,2,5,17,2,4,13,55,False,True,42,upvotes_received,rare,engagement,delivered
0,1,1,5,2,3,9,44,False,True,35,posts_created+karma_earned,rare,mystery,delivered
